"","l-caud","L-cinga","L-fmedc","l-operc","L-forbc","L-front","l-inffrontgop","l-inffrontgtri","l-juxlob","l-mfg","l-parcing","L-prefront","-subcall","l-sfg","l-ins","l-cun","l-calc","l-latocinf","L-ling","L-occfus","L-occp","L-ang","L-cingpost","L-latoccsup","L-postcent","L-precun","L-supparl","L-supmargga","L-supmarggp","l-lent","l-stg","l-itg","l-itgtempoc","l-amig","l-hip","l-mtgant","l-mtgpost","l-mtgtempoc","l-parhipc","l-plan","l-tfus","l-tofus","l-tempp","l-thal","l-caud","r-cinga","r-fmedc","r-operc","r-forbc","r-front","r-inffrontgop","r-inffrontgtri","r-juxlob","r-mfg","r-parcing","r-prefront","r-subcall","r-sfg","r-ins","r-cun","r-calc","r-latocinf","r-ling","r-occfus","r-occp","r-ang","r-cingpost","r-latoccsup","r-postcent","r-precun","r-supparl","r-smargant","r-smargpost","r-lent","r-stg","r-itg","r-itgtempoc","r-mtgant","r-mtgpost","r-mtgtempoc","r-parhipc","r-plan","r-amig","r-hip","r-tfus","r-tofus","r-tempp","r-thal"
"T045",796.551145038168,893.229272419628,565.904471544715,808.177208287895,536.926925238898,456.310146149522,704.656538969617,576.137884872825,706.076923076923,544.935514312677,890.226363008972,407.917616691762,575.63122923588,720.943625880846,827.032159264931,827.232945091514,936.877993158495,838.73397274104,825.576249188838,775.887210473313,457.809447300771,864.278099652375,920.339028776978,420.610792646768,329.415861718353,764.977415771936,372.260572139303,646.867888138862,794.132996632997,654.734740015072,789.746883988495,456.916015625,812.120713305898,406.23642172524,688.789473684211,670.306487695749,820.294989414255,951.938775510204,503.620652173913,876.381873727088,510.129057187017,831.873475609756,513.173477898249,935.586582568807,1035.36855036855,1006.9843225084,589.247848537005,779.320956576463,526.464419475655,703.199032137982,789.153733528551,660.579831932773,686.663407821229,609.025017373176,1062.10014727541,534.687357371063,455.213425129088,781.564302680692,820.346712211785,903.388518024032,952.210300429185,890.636983189459,824.91590296496,776.308589607635,458.606563039724,954.743994509266,876.426802621996,546.535728385314,494.181449275362,778.84740363173,616.274299344067,749.716937354988,850.693561532192,658.243222891566,726.82556987116,283.642706131078,590.1825,554.467153284672,699.780682643428,945.285601888277,392.287096774194,900.715809893307,256.53164556962,661.212694877506,380.701662292213,710.17420212766,465.781982723159,925.694029850746
"T046",797.103816793893,896.20219966159,569.565040650407,807.645038167939,539.14502529511,457.783305227656,703.029062087186,575.406961178046,706.934426229508,546.865366467443,893.786749482402,408.556033555603,578.981727574751,723.536515054452,828.542879019908,837.021630615641,939.750285062714,841.049469964664,827.578844905905,777.269889224572,457.478791773779,871.917728852839,925.004496402878,423.092113065823,330.452719877987,775.893002591633,374.213930348259,649.544840887175,802.107744107744,656.542577241899,793.124640460211,457.909505208333,814.628257887517,409.594249201278,690.990131578947,672.800894854586,823.376852505293,958.566893424036,506.136956521739,879.12016293279,512.738794435858,831.737804878049,515.888240200167,938.075114678899,1036.04422604423,1010.68980963046,593.452667814114,780.188168659534,527.135455680399,705.601811639161,789.420204978038,661.043697478992,689.870111731844,610.01042390549,1068.88954344624,537.307850296668,453.910499139415,784.912453342382,821.923996584116,914.638184245661,957.62660944206,893.293502953203,826.853908355795,778.483563096501,460.840069084629,955.015785861359,878.978878368536,549.038097118042,495.615942028986,784.846766486142,616.654144305307,748.664733178654,851.0162999185,658.676957831325,726.710604558969,283.581395348837,593.1425,554.182481751825,702.452432824982,955.94256490952,393.658064516129,900.343355965082,257.311392405063,660.940979955457,381.919510061242,709.478723404255,466.640888523241,927.913892078071
"T047",796.821374045802,897.148900169205,568.197154471545,810.405670665213,540.116919617763,456.276981450253,706.689564068692,577.192771084337,707.501891551072,544.502359232463,893.175983436853,409.671542267154,575.757475083057,722.072709801409,831.034456355283,833.787021630616,938.448118586089,841.792024230187,826.970798182998,779.295065458207,454.18059125964,871.767091541136,925.380395683453,420.98774461356,329.366548042705,770.878193261755,374.246268656716,648.212150433944,799.750841750842,657.496608892238,794.563758389262,459.505859375,812.194787379973,410.348242811502,691.842105263158,672.194630872483,823.96894848271,956.235827664399,507.194565217391,881.053971486762,512.505409582689,832.208841463415,517.21976647206,937.762614678899,1033.28501228501,1013.39585666293,591.605851979346,780.911264946507,527.164794007491,704.277950117881,796.130307467057,661.243697478992,691.224860335196,610.660180681028,1068.5913107511,538.020766773163,451.430292598967,785.72989480828,823.528608027327,911.343124165554,958.047210300429,891.286233530214,828.044204851752,776.686108165429,458.79274611399,952.284145504461,880.885651857247,546.473549151204,497.524057971014,783.102899012424,618.003577817531,752.634570765661,851.690301548492,659.280873493976,730.332011892963,284.495419309373,591.95875,557.900243309002,703.156136528686,949.702596380803,394.254838709677,903.388942774006,257.974683544304,662.466592427617,384.23709536308,712.400265957447,464.509255450432,927.723880597015
"T048",801.451908396947,898.626903553299,565.790650406504,810.912213740458,541.565486228218,458.55550871276,708.892998678996,579.013386880857,711.41235813367,546.522491349481,893.909592822636,410.578619057862,580.573089700997,724.116271620756,833.683001531394,837.605657237937,938.588369441277,846.212518929833,830.767034393251,785.702920443102,457.951156812339,872.223638470452,928.05845323741,421.938525400277,331.616420945602,772.493150684931,375.042288557214,650.188042430087,802.781986531986,659.856066314996,799.459252157239,456.095052083333,815.884773662551,412.837060702875,697.183114035088,677.65548098434,821.254057868737,955.41156462585,512.110869565217,885.78716904277,515.849304482226,836.314024390244,513.862385321101,943.459288990826,1037.77764127764,1014.41321388578,585.538726333907,783.010698552549,528.988139825218,705.53505397692,797.184480234261,660.805042016807,694.709497206704,611.159485753996,1065.83652430044,539.566408032862,457.943201376936,786.888700373261,825.326216908625,914.611481975968,959.75643776824,896.408450704225,831.346091644205,779.892895015907,466.093264248705,959.943033630748,883.103423160961,549.218120805369,498.25652173913,784.226505256451,618.558735837806,753.967517401392,853.618581907091,659.872740963855,730.938553022795,283.841437632135,593.27375,554.574209245742,704.58896151053,954.663257277734,392.864516129032,908.408341416101,259.192405063291,665.008908685969,385.577427821522,712.519946808511,466.75606746195,933.638346727899
"T049",798.259541984733,899.429780033841,567.030487804878,810.521264994547,541.04215851602,459.243816750984,708.935270805812,577.578313253012,711.1815889029,548.16955017301,894.464458247067,409.660357066036,577.229235880399,725.377001921845,832.555895865237,832.697171381032,939.057012542759,846.042907622413,827.030499675535,782.627391742195,460.815552699229,872.996523754345,927.536870503597,421.82288989919,331.092780884596,771.122176971492,374.837686567164,651.151398264224,804.739057239057,657.478522984175,796.919463087248,457.935546875,816.710562414266,407.805111821086,692.131578947368,675.96196868009,824.236414961186,957.056689342404,509.955434782609,884.350305498982,513.673879443586,830.850609756098,511.779399499583,939.557339449541,1036.33783783784,1017.04647256439,590.406196213425,783.260541220894,529.302746566791,706.799106588907,797.202049780381,661.878991596639,694.578212290503,612.403057678944,1068.29013254786,539.469876768599,456.077452667814,788.965049202579,825.35952177626,908.879839786382,956.198497854077,895.495229441163,826.766037735849,778.88441145281,466.178583765112,959.188743994509,881.163874726875,548.453020134228,497.795072463768,783.143994902835,618.476446034586,753.009280742459,856.240423797881,659.155873493976,731.239841427156,281.69978858351,593.45375,549.377128953771,704.421205519245,955.518489378442,390.495698924731,909.928225024248,258.235443037975,662.966592427617,383.058617672791,710.917553191489,464.053064582476,928.607347876005
"T050",797.691603053435,899.296108291032,555.758130081301,806.124863685932,533.086003372681,457.714446318156,702.21928665786,570.123159303882,709.9394703657,543.774771940862,891.706004140787,409.167562916756,571.028239202658,722.201153106983,830.733537519142,833.718801996672,934.704675028506,837.515901060071,826.277741726152,783.065458207452,455.859575835476,874.917728852839,924.030575539568,421.983000593003,330.420183019827,770.752313957793,374.884950248756,649.675988428158,801.212121212121,654.459683496609,794.740172579099,456.048177083333,814.38134430727,410.268370607029,696.127192982456,671.38255033557,824.366266760762,951.085034013605,511.326086956522,880.538696537678,514.159969088099,827.939024390244,510.023769808173,942.518348623853,1038.14864864865,1014.13885778275,574.746987951807,778.387035871617,525.372034956305,703.297555527981,789.590043923865,652.080672268908,693.949720670391,610.438151494093,1057.78718703976,536.672523961661,456.406196213425,783.903630810994,821.610589239966,907.575433911883,954.850858369099,892.706951385734,828.114285714286,774.811240721103,466.891882556131,953.547014413178,880.607428987618,547.702921437031,497.09768115942,783.655622809812,619.852116875373,754.819025522042,854.137734311328,658.44578313253,731.343904856293,284.029598308668,589.1475,556.839416058394,703.925925925926,948.673485444532,395.179569892473,908.143549951503,261.106329113924,666.75723830735,382.600174978128,706.301861702128,460.573837926779,932.259471871412
"T051",795.116030534351,898.916243654822,554.756097560976,805.24372955289,536.329398538505,458.847948285554,702.937912813738,574.192771084337,710.03656998739,545.47530670022,891.369220151829,410.362658636266,566.171096345515,722.622998078155,831.405053598775,833.545757071547,934.354618015964,842.746087834427,824.911745619727,783.124874118832,459.159383033419,874.979142526072,925.973021582734,423.196876853133,331.555160142349,772.065901517956,376.304726368159,651.716489874638,802.351851851852,657.638281838734,793.450623202301,454.955078125,814.499314128944,411.939297124601,696.604166666667,666.091722595078,823.079745942131,952.540816326531,510.35652173913,877.758655804481,512.231066460587,828.983231707317,513.263135946622,939.13876146789,1033.97788697789,1011.71444568869,565.643717728055,778.614852108244,524.564918851436,703.695867973694,781.178623718887,652.779831932773,693.944134078212,614.008686587908,1056.00368188513,539.061387494295,447.95008605852,784.724465558195,822.726729291204,905.216288384513,956.06008583691,893.290322580645,823.948247978437,773.35737009544,463.919516407599,957.260123541524,881.479242534596,548.59080142124,498.706086956522,782.13698630137,622.755515802027,759.404872389791,856.593317033415,659.814006024096,731.414271555996,285.300916138125,593.04375,559.98296836983,705.952069716776,949.313139260425,398.972043010753,903.313288069835,265.121518987342,667.93429844098,385.997375328084,706.602393617021,464.201151789387,931.614236509759
"T052",798.051908396947,897.692893401015,558.485772357724,807.523446019629,530.329960652052,456.434092186622,703.747688243065,573.151271753681,709.110970996217,544.627555835168,890.958592132505,410.379436437944,571.312292358804,721.864830237027,831.563552833078,836.590682196339,936.223489167617,841.60323069157,828.602855288774,785.730110775428,455.895565552699,872.852838933951,927.359712230216,422.02510377545,330.807066598882,774.864864864865,374.078980099502,649.256509161041,802.224747474747,658.617935192163,792.712368168744,454.188151041667,814.931412894376,411.26517571885,698.811403508772,666.23937360179,818.904022582922,957.884353741497,509.59347826087,879.005091649694,513.319165378671,831.323170731707,507.483319432861,941.674311926605,1034.7886977887,1014.90929451288,572.777969018933,782.014474512272,523.200374531835,704.253381312818,795.027818448023,658.206722689076,693.185754189944,614.644197359277,1060.35935198822,537.645367412141,451.306368330465,785.691890057686,823.414175918019,911.340453938585,957.001072961373,893.000454338937,829.683557951482,778.455991516437,463.785146804836,958.339052848318,884.063364894392,548.580142123964,499.501449275362,785.108951895508,619.882528324389,759.433874709977,860.444172779136,659.827560240964,734.248761149653,287.017618040874,591.29125,566.973236009732,704.483660130719,952.447678992919,398.703225806452,905.543161978661,261.898734177215,665.755011135857,387.028871391076,707.820478723404,463.692307692308,934.334098737084
"T053",796.986259541985,897.138747884941,554.934959349593,808.138495092694,534.929173693086,456.850056211355,703.361955085865,571.452476572959,710.846153846154,543.024536017616,890.990338164251,410.79909657991,572.513289036545,720.284753363229,830.847626339969,834.246256239601,939.888255416192,842.202423018677,826.754055807917,792.211480362538,456.086118251928,868.19235225956,926.845323741007,420.561178098438,331.738434163701,773.01332839689,375.044154228856,650.179363548698,796.490740740741,657.091936699322,793.217641418984,452.130859375,816.235939643347,410.252396166134,697.419956140351,670.778523489933,811.633027522936,951.081632653061,511.314130434783,881.20366598778,515.038639876352,830.693597560976,504.612176814012,939.518922018349,1033.84029484029,1011.97984322508,563.392426850258,781.225298930145,525.268414481898,701.403027670927,791.860907759883,650.067226890756,694.328212290503,610.891938846421,1057.35051546392,536.898676403469,454.302925989673,782.643366135053,824.135781383433,904.750333778371,957.475321888412,892.985006815084,833.077628032345,777.925768822906,463.445941278066,956.696636925189,881.885651857247,546.99703908409,498.856231884058,782.192417967506,620.100178890877,756.531322505801,856.061124694377,661.128765060241,733.587710604559,286.343904157858,588.055,557.632603406326,704.073347857662,947.249409913454,393.352688172043,903.398642095053,262.787341772152,666.84855233853,390.278215223097,709.910904255319,461.82435211847,932.477037887486
"T054",797.389312977099,896.366328257191,561.455284552846,803.327699018539,530.886453063519,456.308600337268,698.347424042272,566.203480589023,708.175283732661,543.585404215162,890.60248447205,408.209507420951,572.715946843854,721.396540679052,825.348392036753,831.409317803661,933.551881413911,836.43816254417,824.386112913692,781.628398791541,455.345758354756,866.982618771726,926.970323741007,419.286024906108,329.679715302491,774.938541281007,373.680348258706,645.80231436837,796.808080808081,656.423511680482,789.363374880153,453.690755208333,812.711934156379,408.907348242812,699.814692982456,667.31096196868,816.799576570219,951.292517006803,514.240217391304,876.337067209776,514.270479134467,830.390243902439,509.573811509591,939.648509174312,1037.37592137592,1009.60414333707,576.184165232358,775.375707992448,524.757178526841,702.869338627621,779.020497803807,646.282352941176,691.240223463687,612.444058373871,1057.60751104566,534.905750798722,458.984509466437,780.923990498812,818.067463706234,906.706275033378,955.612660944206,891.632439800091,826.161185983828,776.244962884412,462.216925734024,953.246396705559,882.423889293518,545.153770232925,496.938550724638,784.221726664543,617.166964818128,749.235498839907,852.573757131214,660.811746987952,726.523290386521,286.784355179704,589.15875,560.98296836983,703.479302832244,946.084972462628,399.421505376344,897.108632395732,262.00253164557,666.704899777283,387.027121609799,707.6875,462.399012751954,931.603903559127
"T055",792.474809160305,894.186971235195,553.973577235772,801.258996728462,529.32658797077,455.757448004497,697.892998678996,567.349397590361,707.540983606557,543.783265177729,889.564527260179,407.990320499032,565.181063122924,720.90935297886,824.753445635528,832.277870216306,936.098061573546,835.765270065623,822.880597014925,778.157099697885,452.125642673522,872.387022016222,926.956834532374,420.034789484088,328.769445856634,774.097741577194,372.430348258706,642.237222757956,795.686868686869,655.6857573474,783.259827420901,455.748046875,809.087791495199,409.450479233227,696.924342105263,664.221476510067,815.266760762174,952.820861678005,505.858695652174,870.936863543788,513.044049459042,830.184451219512,504.117180984153,937.447247706422,1029.27272727273,1006.82922732363,564.358003442341,778.900566393958,523.031835205992,701.738553170369,788.937042459736,647.534453781513,688.29469273743,611.792564280751,1052.08468335788,534.470789593793,447.481927710843,780.53919239905,818.122117847993,907.798397863818,956.56652360515,889.970467969105,825.967654986523,777.176033934252,455.496027633851,942.570350034317,880.909686817189,541.610935649428,496.464347826087,781.231283848359,616.148479427549,749.69837587007,843.422982885086,659.179969879518,726.19028741328,284.959830866808,588.53125,555.785888077859,698.78431372549,938.848937844217,398.920430107527,891.637245392822,261.572151898734,664.604677060134,387.306211723535,709.587765957447,463.296174413821,926.636050516648
"T056",796.297709923664,895.076988155668,557.857723577236,804.550708833152,532.741427768409,457.846683530073,698.443857331572,567.472556894244,708.489281210593,543.668134633533,890.815734989648,408.946224994623,577.56146179402,721.209160794363,828.349923430322,833.467554076539,937.189281641961,839.250378596668,827.45165476963,784.445115810675,455.277956298201,865.736964078795,926.81654676259,418.849772682348,330.491611591256,778.048870788597,373.702736318408,644.460945033751,795.293771043771,656.585531273549,789.366251198466,455.825520833333,811.544581618656,411.85303514377,697.90350877193,668.351230425056,820.773465067043,954.374149659864,510.678260869565,876.493890020367,513.148377125193,828.086890243902,503.279399499583,939.405963302752,1035.63267813268,1012.26763717805,568.734939759036,777.56073001888,527.621722846442,706.848368283906,788.225475841874,652.475630252101,692.263966480447,614.038568450313,1059.80117820324,534.908032861707,461.836488812392,782.825924669155,818.338172502135,912.165554072096,959.960300429185,894.225806451613,831.102964959569,777.576882290562,461.251468048359,953.317089910776,881.560815731974,546.053493880774,496.703768115942,787.359031538707,618.130590339893,750.046403712297,853.878565607172,662.161144578313,728.437066402379,286.837914023961,589.495,556.518248175183,705.981844589688,950.565696302124,393.665591397849,896.082444228904,261.784810126582,666.626948775056,388.265091863517,709.401595744681,464.079391197038,931.285878300804
"T057",792.496183206107,895.871404399323,554.150406504065,803.298800436205,532.390106801574,453.716835300731,695.420079260238,562.800535475234,708.708701134931,539.854671280277,888.843340234645,407.460959346096,567.338870431894,713.881486226778,827.637825421133,829.131447587354,929.071835803877,833.264008076729,823.138870863076,787.800604229607,453.64942159383,860.194669756663,922.370503597122,416.97608222969,330.169293340112,766.064420584969,372.179726368159,643.957569913211,789.06734006734,655.766390354182,786.159156279962,449.603515625,811.993141289438,410.309904153355,696.099780701754,669.765100671141,806.18630910374,942.705215419501,510.54347826087,877.493890020367,516.129829984544,834.310975609756,512.419099249374,938.451834862385,1031.16953316953,1008.29619260918,559.323580034423,776.422907488987,524.333957553059,698.356123588535,775.954612005856,643.398319327731,691.298882681564,611.088255733148,1051.54197349043,533.409858512095,453.678141135972,776.57312521208,817.781383432963,903.24699599466,951.472103004292,886.695138573376,830.883018867925,779.040296924708,456.93091537133,953.742621825669,879.546249089585,543.850769838137,494.80347826087,778.815227779548,615.692307692308,742.303944315545,851.046454767726,660.317771084337,724.751238850347,291.171952078929,589.5375,562.622871046229,703.289034132171,942.811172305271,393.002150537634,894.923375363725,260.584810126582,666.069042316258,389.225721784777,711.602393617021,463.983134512546,928.857060849598
"T058",795.691603053435,893.927241962775,555.34756097561,806.376772082879,532.103991006183,456.120994940978,697.331571994716,565.834002677376,708.296343001261,541.652091852784,890.274672187716,407.984942998494,572.320598006645,717.579756566304,829.151607963247,831.093178036606,933.767388825542,841.355376072691,824.833225178456,780.486404833837,456.559447300771,861.179606025492,923.212230215827,416.641035777822,329.784697508897,770.864864864865,372.474502487562,644.834136933462,794.348484848485,658.308967596081,787.85426653883,455.149739583333,815.172839506173,409.769968051118,696.232456140351,665.004474272931,814.995765702188,946.961451247166,507.455434782609,875.716904276986,514.285935085008,829.838414634146,508.178899082569,939.409403669725,1032.46928746929,1010.33874580067,573.376936316695,778.69540591567,526.341448189763,702.597220498821,780.740849194729,648.957983193277,691.27374301676,613.573314801946,1060.21796759941,534.405294386125,454.423407917384,779.100101798439,820.256191289496,907.675567423231,956.37982832618,891.492503407542,828.168733153639,776.505832449629,458.175129533679,953.118050789293,881.82957028405,544.305763916305,495.43768115942,781.825103536158,615.79427549195,743.747099767981,854.145884270579,663.161144578313,726.017839444995,289.461592670895,591.50375,567.43795620438,703.828612926652,947.073170731707,394.517204301075,893.625606207566,260.326582278481,665.543429844098,387.635170603675,712.595744680851,469.007815713698,928.482778415614
"T059",793.864122137405,893.108291032149,552.764227642276,802.448745910578,530.576728499157,453.276278808319,696.450462351387,563.037483266399,707.923076923077,539.012897137465,887.100069013112,406.919982791998,570.495016611296,713.459641255605,828.833078101072,823.207986688852,928.616875712657,838.666834931853,818.980532121999,786.158106747231,456.2985218509,855.411355735805,917.724820143885,414.652105159122,329.231570920183,761.877823028508,371.753109452736,643.199614271938,782.281144781145,654.680482290882,783.763183125599,451.314453125,811.954732510288,406.198083067093,695.311403508772,660.579418344519,805.631616090332,942.97619047619,506.505434782609,873.480651731161,511.260432766615,824.798780487805,499.300250208507,935.50630733945,1033.45331695332,1007.29563269877,557.037865748709,777.164883574575,524.667290886392,695.369400670058,780.351390922401,642.647058823529,689.33938547486,605.89958304378,1049.73637702504,532.02122318576,455.631669535284,773.320325755005,818.491033304868,894.550066755674,949.37982832618,886.858246251704,826.281940700809,773.3032873807,457.882901554404,946.467398764585,874.843408594319,538.96150809317,494.571884057971,774.14845492195,614.753726893262,744.407192575406,848.644661776691,661.253012048193,723.982160555005,288.77378435518,589.76875,558.07299270073,698.18082788671,934.41935483871,387.183870967742,893.160038797284,257.80253164557,663.179287305122,387.359580052493,711.514627659574,461.498971616619,926.357634902411
"T060",794.928244274809,900.102368866328,553.20325203252,810.595419847328,538.003372681282,457.232012366498,704.376486129458,569.065595716198,711.427490542245,543.069204152249,893.852311939268,409.917186491719,573.84219269103,718.320627802691,830.28943338438,827.073211314476,931.811858608894,833.372539121656,824.515898767034,787.350453172205,456.807519280206,861.574739281576,927.617805755396,418.436449891283,331.341382816472,772.217697149204,375.008084577114,651.579556412729,793.731481481482,660.690278824416,791.927133269415,452.413411458333,815.670781893004,410.626198083067,700.649122807018,668.935123042506,807.99647141849,943.914965986395,511.594565217391,882.141547861507,516.380216383308,833.358231707317,510.426605504587,942.971330275229,1032.41891891892,1013.16125419933,552.643717728055,783.186280679673,528.063670411985,699.358357116267,788.289897510981,649.831932773109,695.667597765363,611.704308547603,1056.01399116348,536.146280237335,456.714285714286,777.994570749915,821.633646456021,903.325767690254,952.99034334764,889.517946388005,832.555795148248,779.451749734889,456.044214162349,951.525051475635,882.774945375091,542.800236873273,497.43768115942,780.03695444409,619.302325581395,753.345707656612,854.897310513447,664.174698795181,729.655104063429,289.77378435518,590.2825,562.9099756691,701.026870007262,940.570416994493,393.775268817204,899.021338506305,258.326582278481,667.461024498886,391.252843394576,711.547872340426,464.518305224188,931.927095292767
